7	A: 2. 
9	A: 4. 
7	A: 3. 
Time (s): 0.0237395
4	A: 1. 
7	A: 2. 
9	A: 4. 
7	A: 3. 
Time (s): 0.024196
4	A: 1. 
7	A: 2. 
9	A: 4. 
7	A: 3. 
Time (s): 0.0246525
4	A: 1. 
7	A: 2. 
9	A: 4. 
7	A: 3. 
Time (s): 0.0251091
4	A: 1. 
7	A: 2. 
9	A: 4. 
7	A: 3. 
Time (s): 0.0255656
4	A: 1. 
7	A: 2. 
9	A: 4. 
7	A: 3. 
Time (s): 0.0260221
4	A: 1. 
7	A: 2. 
9	A: 4. 
7	A: 3. 
Time (s): 0.0264786
4	A: 1. 
7	A: 2. 
9	A: 4. 
7	A: 3. 
Time (s): 0.0269352
2	A: 1. 
8	A: 2. 
9	A: 4. 
7	A: 3. 
Time (s): 0.0273917
4	A: 1. 
7	A: 2. 
9	A: 4. 
7	A: 3. 
Time (s): 0.0278482
4	A: 1. 
7	A: 2. 
9	A: 4. 
7	A: 3. 
Time (s): 0.0283048
4	A: 1. 
7	A: 2. 
9	A: 4. 
7	A: 3. 
Time (s): 0.0287613
4	A: 1. 
7	A: 2. 
9	A: 4. 
7	A: 3. 
Time (s): 0.0292178
4	A: 1. 
7	A: 2. 
9	A: 4. 
7	A: 3. 
Time (s): 0.0296743
4	A: 1. 
7	A: 2. 
9	A: 4. 
7	A: 3. 
Time (s): 0.0301309
3	A: 1. 
6	A: 2. 
9	A: 4. 
8	A: 3. 
Time (s): 0.0305874
3	A: 1. 
6	A: 2. 
9	A: 4. 
8	A: 3. 
Time (s): 0.0310439
3	A: 1. 
6	A: 2. 
9	A: 4. 
8	A: 3. 
Time (s): 0.0315005
3	A: 1. 
6	A: 2. 
9	A: 4. 
8	A: 3. 
Time (s): 0.031957
2	A: 1. 
6	A: 2. 
10	A: 4. 
7	A: 3. 
Time (s): 0.0324135
1	A: 1. 
5	A: 2. 
10	A: 4. 
8	A: 3. 
Time (s): 0.03287
1	A: 1. 
5	A: 2. 
10	A: 4. 
8	A: 3. 
Time (s): 0.0333266
1	A: 1. 
5	A: 2. 
10	A: 4. 
8	A: 3. 
Time (s): 0.0337831
1	A: 1. 
5	A: 2. 
10	A: 4. 
8	A: 3. 
Time (s): 0.0342396
1	A: 1. 
5	A: 2. 
10	A: 4. 
8	A: 3. 
Time (s): 0.0346962
1	A: 1. 
5	A: 2. 
10	A: 4. 
8	A: 3. 
Time (s): 0.0351527
1	A: 1. 
5	A: 2. 
10	A: 4. 
8	A: 3. 
Time (s): 0.0356092
1	A: 1. 
5	A: 2. 
10	A: 4. 
8	A: 3. 
Time (s): 0.0360657
1	A: 1. 
5	A: 2. 
10	A: 4. 
8	A: 3. 
Time (s): 0.0365223
1	A: 1. 
3	A: 2. 
11	A: 4. 
8	A: 3. 
Time (s): 0.0369788
1	A: 1. 
3	A: 2. 
11	A: 4. 
8	A: 3. 
Time (s): 0.0374353
1	A: 1. 
3	A: 2. 
11	A: 4. 
8	A: 3. 
Time (s): 0.0378919
1	A: 1. 
3	A: 2. 
11	A: 4. 
8	A: 3. 
Time (s): 0.0383484
1	A: 1. 
3	A: 2. 
11	A: 4. 
8	A: 3. 
Time (s): 0.0388049
1	A: 1. 
3	A: 2. 
11	A: 4. 
8	A: 3. 
Time (s): 0.0392614
1	A: 1. 
3	A: 2. 
11	A: 4. 
8	A: 3. 
Time (s): 0.039718
1	A: 1. 
3	A: 2. 
11	A: 4. 
8	A: 3. 
Time (s): 0.0401745
1	A: 1. 
3	A: 2. 
11	A: 4. 
8	A: 3. 
Time (s): 0.040631
2	A: 2. 
11	A: 4. 
9	A: 3. 
Time (s): 0.0410876
2	A: 2. 
11	A: 4. 
9	A: 3. 
Time (s): 0.0415441
2	A: 2. 
11	A: 4. 
9	A: 3. 
Time (s): 0.0420006
2	A: 1. 
1	A: 2. 
11	A: 4. 
9	A: 3. 
Time (s): 0.0424571
2	A: 1. 
1	A: 2. 
11	A: 4. 
9	A: 3. 
Time (s): 0.0429137
2	A: 1. 
1	A: 2. 
11	A: 4. 
9	A: 3. 
Time (s): 0.0433702
2	A: 1. 
1	A: 2. 
11	A: 4. 
9	A: 3. 
Time (s): 0.0438267
2	A: 1. 
1	A: 2. 
11	A: 4. 
9	A: 3. 
Time (s): 0.0442833
2	A: 1. 
1	A: 2. 
11	A: 4. 
9	A: 3. 
Time (s): 0.0447398
2	A: 1. 
1	A: 2. 
11	A: 4. 
9	A: 3. 
Time (s): 0.0451963
2	A: 1. 
1	A: 2. 
11	A: 4. 
9	A: 3. 
Time (s): 0.0456528
2	A: 1. 
1	A: 2. 
11	A: 4. 
9	A: 3. 
Time (s): 0.0461094
2	A: 1. 
1	A: 2. 
11	A: 4. 
9	A: 3. 
Time (s): 0.0465659
2	A: 1. 
1	A: 2. 
11	A: 4. 
9	A: 3. 
Time (s): 0.0470224
2	A: 1. 
1	A: 2. 
11	A: 4. 
9	A: 3. 
Time (s): 0.047479
2	A: 1. 
1	A: 2. 
11	A: 4. 
9	A: 3. 
Time (s): 0.0479355
2	A: 1. 
1	A: 2. 
11	A: 4. 
9	A: 3. 
Time (s): 0.048392
2	A: 1. 
1	A: 2. 
11	A: 4. 
9	A: 3. 
Time (s): 0.0488485
2	A: 1. 
1	A: 2. 
11	A: 4. 
9	A: 3. 
Time (s): 0.0493051
2	A: 1. 
1	A: 2. 
11	A: 4. 
9	A: 3. 
Time (s): 0.0497616
2	A: 1. 
1	A: 2. 
11	A: 4. 
9	A: 3. 
Time (s): 0.0502181
2	A: 1. 
1	A: 2. 
11	A: 4. 
9	A: 3. 
Time (s): 0.0506747
2	A: 1. 
1	A: 2. 
11	A: 4. 
9	A: 3. 
Time (s): 0.0511312
1	A: 1. 
1	A: 2. 
12	A: 4. 
8	A: 3. 
Time (s): 0.0515877
1	A: 1. 
1	A: 2. 
12	A: 4. 
8	A: 3. 
Time (s): 0.0520442
1	A: 1. 
1	A: 2. 
12	A: 4. 
8	A: 3. 
Time (s): 0.0525008
1	A: 1. 
1	A: 2. 
12	A: 4. 
8	A: 3. 
Time (s): 0.0529573
3	A: 1. 
12	A: 4. 
8	A: 3. 
Time (s): 0.0534138
3	A: 1. 
12	A: 4. 
8	A: 3. 
Time (s): 0.0538704
3	A: 1. 
12	A: 4. 
8	A: 3. 
Time (s): 0.0543269
3	A: 1. 
12	A: 4. 
8	A: 3. 
Time (s): 0.0547834
3	A: 1. 
12	A: 4. 
8	A: 3. 
Time (s): 0.0552399
3	A: 1. 
12	A: 4. 
8	A: 3. 
Time (s): 0.0556965
3	A: 1. 
12	A: 4. 
8	A: 3. 
Time (s): 0.056153
3	A: 1. 
12	A: 4. 
8	A: 3. 
Time (s): 0.0566095
3	A: 1. 
12	A: 4. 
8	A: 3. 
Time (s): 0.0570661
3	A: 1. 
12	A: 4. 
8	A: 3. 
Time (s): 0.0575226
2	A: 1. 
13	A: 4. 
7	A: 3. 
Time (s): 0.0579791
2	A: 1. 
13	A: 4. 
7	A: 3. 
Time (s): 0.0584356
2	A: 1. 
13	A: 4. 
7	A: 3. 
Time (s): 0.0588922
2	A: 1. 
13	A: 4. 
7	A: 3. 
Time (s): 0.0593487
2	A: 1. 
13	A: 4. 
7	A: 3. 
Time (s): 0.0598052
2	A: 1. 
13	A: 4. 
7	A: 3. 
Time (s): 0.0602618
1	A: 1. 
14	A: 4. 
6	A: 3. 
Time (s): 0.0607183
5	A: 3. 
15	A: 4. 
Time (s): 0.0611748
5	A: 3. 
15	A: 4. 
Time (s): 0.0616313
5	A: 3. 
15	A: 4. 
Time (s): 0.0620879
5	A: 3. 
15	A: 4. 
Time (s): 0.0625444
5	A: 3. 
15	A: 4. 
Time (s): 0.0630009
5	A: 3. 
15	A: 4. 
Time (s): 0.0634575
5	A: 3. 
15	A: 4. 
Time (s): 0.063914
