97	A: 1. 
Time (s): 0.0188
2	A: 3. 
14	A: 2. 
96	A: 1. 
Time (s): 0.0192
1	A: 3. 
15	A: 2. 
97	A: 1. 
Time (s): 0.0196
1	A: 3. 
15	A: 2. 
97	A: 1. 
Time (s): 0.02
1	A: 3. 
15	A: 2. 
97	A: 1. 
Time (s): 0.0204
1	A: 3. 
16	A: 2. 
95	A: 1. 
Time (s): 0.0208
1	A: 3. 
15	A: 2. 
97	A: 1. 
Time (s): 0.0212
2	A: 3. 
14	A: 2. 
96	A: 1. 
Time (s): 0.0216
1	A: 3. 
1	A: 4. 
14	A: 2. 
95	A: 1. 
Time (s): 0.022
1	A: 3. 
1	A: 4. 
14	A: 2. 
95	A: 1. 
Time (s): 0.0224
1	A: 3. 
1	A: 4. 
14	A: 2. 
95	A: 1. 
Time (s): 0.0228
1	A: 3. 
1	A: 4. 
14	A: 2. 
95	A: 1. 
Time (s): 0.0232
1	A: 3. 
1	A: 4. 
14	A: 2. 
95	A: 1. 
Time (s): 0.0236
1	A: 3. 
1	A: 4. 
14	A: 2. 
95	A: 1. 
Time (s): 0.024
1	A: 3. 
1	A: 4. 
16	A: 2. 
91	A: 1. 
Time (s): 0.0244
1	A: 3. 
1	A: 4. 
16	A: 2. 
91	A: 1. 
Time (s): 0.0248
1	A: 3. 
1	A: 4. 
16	A: 2. 
91	A: 1. 
Time (s): 0.0252
1	A: 3. 
1	A: 4. 
17	A: 2. 
89	A: 1. 
Time (s): 0.0256
1	A: 3. 
1	A: 4. 
17	A: 2. 
89	A: 1. 
Time (s): 0.026
2	A: 3. 
1	A: 4. 
16	A: 2. 
88	A: 1. 
Time (s): 0.0264
2	A: 3. 
1	A: 4. 
16	A: 2. 
88	A: 1. 
Time (s): 0.0268
2	A: 3. 
1	A: 4. 
17	A: 2. 
86	A: 1. 
Time (s): 0.0272
2	A: 3. 
1	A: 4. 
17	A: 2. 
86	A: 1. 
Time (s): 0.0276
1	A: 3. 
1	A: 5. 
1	A: 4. 
17	A: 2. 
84	A: 1. 
Time (s): 0.028
1	A: 4. 
17	A: 2. 
3	A: 3. 
83	A: 1. 
Time (s): 0.0284
1	A: 4. 
16	A: 2. 
4	A: 3. 
82	A: 1. 
Time (s): 0.0288
1	A: 4. 
16	A: 2. 
4	A: 3. 
82	A: 1. 
Time (s): 0.0292
1	A: 4. 
16	A: 2. 
4	A: 3. 
82	A: 1. 
Time (s): 0.0296
1	A: 5. 
16	A: 2. 
4	A: 3. 
81	A: 1. 
Time (s): 0.03
1	A: 5. 
16	A: 2. 
4	A: 3. 
81	A: 1. 
Time (s): 0.0304
1	A: 5. 
16	A: 2. 
4	A: 3. 
81	A: 1. 
Time (s): 0.0308
1	A: 5. 
17	A: 2. 
4	A: 3. 
79	A: 1. 
Time (s): 0.0312
1	A: 5. 
17	A: 2. 
4	A: 3. 
79	A: 1. 
Time (s): 0.0316
1	A: 5. 
16	A: 2. 
5	A: 3. 
78	A: 1. 
Time (s): 0.032
1	A: 5. 
16	A: 2. 
5	A: 3. 
78	A: 1. 
Time (s): 0.0324
1	A: 5. 
15	A: 2. 
6	A: 3. 
77	A: 1. 
Time (s): 0.0328
1	A: 5. 
15	A: 2. 
6	A: 3. 
77	A: 1. 
Time (s): 0.0332
1	A: 5. 
15	A: 2. 
6	A: 3. 
77	A: 1. 
Time (s): 0.0336
1	A: 5. 
15	A: 2. 
6	A: 3. 
77	A: 1. 
Time (s): 0.034
1	A: 5. 
15	A: 2. 
6	A: 3. 
77	A: 1. 
Time (s): 0.0344
1	A: 5. 
14	A: 2. 
7	A: 3. 
76	A: 1. 
Time (s): 0.0348
1	A: 5. 
15	A: 2. 
6	A: 3. 
77	A: 1. 
Time (s): 0.0352
1	A: 5. 
15	A: 2. 
6	A: 3. 
77	A: 1. 
Time (s): 0.0356
1	A: 5. 
15	A: 2. 
6	A: 3. 
77	A: 1. 
Time (s): 0.036
1	A: 5. 
16	A: 2. 
6	A: 3. 
75	A: 1. 
Time (s): 0.0364
1	A: 5. 
16	A: 2. 
6	A: 3. 
75	A: 1. 
Time (s): 0.0368
1	A: 5. 
17	A: 2. 
6	A: 3. 
73	A: 1. 
Time (s): 0.0372
1	A: 5. 
17	A: 2. 
6	A: 3. 
73	A: 1. 
Time (s): 0.0376
1	A: 5. 
17	A: 2. 
6	A: 3. 
73	A: 1. 
Time (s): 0.038
1	A: 5. 
1	A: 4. 
17	A: 2. 
5	A: 3. 
72	A: 1. 
Time (s): 0.0384
1	A: 5. 
1	A: 4. 
17	A: 2. 
5	A: 3. 
72	A: 1. 
Time (s): 0.0388
1	A: 5. 
1	A: 6. 
17	A: 2. 
5	A: 3. 
70	A: 1. 
Time (s): 0.0392
1	A: 5. 
2	A: 6. 
16	A: 2. 
4	A: 3. 
69	A: 1. 
Time (s): 0.0396
1	A: 5. 
2	A: 6. 
16	A: 2. 
4	A: 3. 
69	A: 1. 
Time (s): 0.04
1	A: 5. 
2	A: 6. 
16	A: 2. 
4	A: 3. 
