time,A1H1L1_de5879c290daacf0e92d721f16a552eb,A1L1_7426bee00654e97954d420aef54eb910,A1_e0a393c92eea1406ea9fd08d7cf34145,H1L1_33a60c1b70e2ceb9bb9b88f20259e46c,H1_fac7c884d52a5e6d0b7ac782a55bb226,L1_05734731e88b8d4b6e3560581fdf83b1
0.06610552109121773,0.27199226941587507,0.22940576441141466,0.49492596535670186,0.26851715135612864,0.455814578411988,0.22640880675092043
0.06623488610313792,0.2720001708984981,0.2294027472637551,0.49492108101604426,0.2685196307020331,0.4558041975777664,0.22640144301943418
0.06636425111505811,0.27200800767020844,0.2293997585115605,0.49491623299082077,0.26852208894685303,0.4557939025555284,0.22639413670435551
0.06649361612697831,0.2720157821547498,0.2293967976500183,0.4949114193620997,0.2685245265648732,0.455783690447245,0.22638688541246335
0.0666229811388985,0.27202349677586607,0.2293938641743159,0.4949066382109493,0.2685269440303782,0.4557735583548872,0.22637968675053657
0.06675234615081868,0.27203115395730093,0.22939095757964073,0.49490188761843795,0.2685293418176528,0.455763503380426,0.2263725383253541
0.06688171116273887,0.2720387561227982,0.2293880773611802,0.4948971656656338,0.2685317204009817,0.4557535226258324,0.22636543774369478
0.06701107617465907,0.2720463056961016,0.2293852230141217,0.4948924704336052,0.2685340802546496,0.45574361319307743,0.2263583826123375
0.06714044118657926,0.27205380510095495,0.22938239403365268,0.49488780000342036,0.26853642185294113,0.4557337721841321,0.22635137053806123
0.06726980619849945,0.27206125676110204,0.22937958991496055,0.49488315245614767,0.268538745670141,0.45572399670096736,0.2263443991276448
0.06739917121041965,0.2720686631002866,0.22937681015323272,0.49487852587285536,0.268541052180534,0.45571428384555424,0.22633746598786714
0.06752853622233983,0.2720760265422524,0.2293740542436566,0.49487391833461164,0.26854334185840467,0.4557046307198637,0.2263305687255071
0.06765790123426002,0.2720833495107432,0.2293713216814196,0.4948693279224849,0.2685456151780378,0.45569503442586684,0.22632370494734363
0.06778726624618021,0.2720906344295029,0.22936861196170918,0.4948647527175434,0.26854787261371815,0.4556854920655346,0.22631687226015557
0.06791663125810041,0.27209788372227506,0.2293659245797127,0.49486019080085536,0.2685501146397303,0.45567600074083797,0.22631006827072186
0.0680459962700206,0.2721050998128036,0.2293632590306176,0.4948556402534891,0.2685523417303589,0.45566655755374796,0.22630329058582138
0.0681753612819408,0.27211228512483226,0.2293606148096113,0.49485109915651293,0.26855455435988884,0.4556571596062356,0.226296536812233
0.06830472629386099,0.27211944208210487,0.22935799141188123,0.49484656559099505,0.2685567530026046,0.4556478040002718,0.22628980455673564
0.06843409130578117,0.2721265731083651,0.22935538833261476,0.49484203763800383,0.268558938132791,0.4556384878378277,0.2262830914261082
0.06856345631770136,0.2721336806273567,0.22935280506699934,0.4948375133786075,0.2685611102247328,0.4556292082208742,0.22627639502712954
0.06869282132962155,0.2721407670628236,0.2293502411102224,0.4948329908938743,0.2685632697527145,0.45561996225138235,0.22626971296657858
0.06882218634154175,0.27214783483850946,0.22934769595747131,0.4948284682648726,0.26856541719102095,0.45561074703132315,0.22626304285123422
0.06895155135346194,0.27215488637815805,0.22934516910393352,0.4948239435726706,0.26856755301393676,0.4556015596626676,0.22625638228787534
0.06908091636538213,0.27216192410551315,0.22934266004479645,0.4948194148983367,0.2685696776957467,0.45559239724738665,0.22624972888328085
0.06921028137730233,0.2721689504443186,0.22934016827524747,0.4948148803229391,0.26857179171073536,0.4555832568874514,0.22624308024422962
0.0693396463892225,0.2721759678183181,0.22933769329047404,0.49481033792754603,0.2685738955331875,0.45557413568483274,0.22623643397750057
0.0694690114011427,0.27218297865125546,0.22933523458566357,0.4948057857932258,0.2685759896373878,0.45556503074150173,0.22622978768987256
0.06959837641306289,0.2721899853668744,0.22933279165600348,0.4948012220010468,0.26857807449762106,0.4555559391594294,0.22622313898812454
0.06972774142498309,0.27219699038891876,0.22933036399668116,0.4947966446320772,0.2685801505881718,0.4555468580405867,0.22621648547903533
0.06985710643690328,0.2722039961411323,0.22932795110288404,0.4947920517673853,0.2685822183833248,0.45553778448694465,0.2262098247693839
0.06998647144882347,0.2722110050472587,0.22932555246979955,0.4947874414880393,0.26858427835736476,0.45552871560047425,0.2262031544659491
0.07011583646074365,0.27221801953104185,0.2293231675926151,0.49478281187510764,0.26858633098457635,0.4555196484831465,0.22619647217550984
0.07024520147266385,0.2722250420162255,0.22932079596651808,0.49477816100965855,0.2685883767392443,0.45551058023693247,0.226189775504845
0.07037456648458404,0.2722320749265534,0.22931843708669591,0.49477348697276025,0.26859041609565326,0.45550150796380307,0.2261830620607335
0.07050393149650423,0.27223912068576933,0.22931609044833604,0.49476878784548106,0.268592449528088,0.4554924287657293,0.2261763294499542
0.07063329650842443,0.27224618171761705,0.22931375554662586,0.49476406170888926,0.2685944775108331,0.4554833397446822,0.22616957527928602
0.07076266152034462,0.2722522660818403,0.22931147131790255,0.49476026156789815,0.2685963702630321,0.4554753626227687,0.22616388234248516
0.07089202653226481,0.272258218164834,0.22930921152071526,0.4947565692766854,0.26859823561191315,0.45546754518548765,0.22615832465945301
0.07102139154418499,0.27226410615824914,0.2293069737050175,0.49475291909357694,0.26860008239239586,0.45545981040619876,0.2261528276530387
0.07115075655610519,0.27226993006208583,0.22930475787080934,0.49474931101857283,0.2686019106044802,0.4554521582849021,0.22614739132324224
0.07128012156802538,0.272275689876344,0.2293025640180907,0.49474574505167307,0.2686037202481662,0.4554445888215977,0.22614201567006362
0.07140948657994557,0.2722813856010236,0.22930039214686163,0.4947422211928777,0.2686055113234539,0.45543710201628557,0.22613670069350278
0.07153885159186577,0.2722870172361247,0.22929824225712211,0.4947387394421866,0.26860728383034327,0.45542969786896564,0.2261314463935598
0.07166821660378596,0.2722925847816473,0.22929611434887218,0.4947352997995999,0.2686090377688343,0.45542237637963795,0.22612625277023465
0.07179758161570615,0.2722980882375914,0.22929400842211178,0.49473190226511754,0.268610773138927,0.4554151375483025,0.22612111982352734
0.07192694662762633,0.27230352760395693,0.22929192447684094,0.4947285468387395,0.26861248994062137,0.45540798137495925,0.22611604755343784
0.07205631163954652,0.272308902880744,0.22928986251305966,0.4947252335204659,0.2686141881739174,0.45540090785960824,0.22611103595996618
0.07218567665146672,0.27231421406795253,0.22928782253076793,0.4947219623102966,0.26861586783881514,0.4553939170022495,0.22610608504311236
0.07231504166338691,0.27231946116558253,0.22928580452996578,0.4947187332082316,0.26861752893531454,0.455387008802883,0.22610119480287635
