Time (s): 0
14	A: 1. L: 1. 
15	H: 1. L: 1. 
41	L: 1. 
56	A: 1. 
Time (s): 0.00646178
55	H: 1. 
5	A: 1. H: 1. L: 1. 
14	A: 1. L: 1. 
15	H: 1. L: 1. 
41	L: 1. 
56	A: 1. 
Time (s): 0.00672025
55	H: 1. 
5	A: 1. H: 1. L: 1. 
14	A: 1. L: 1. 
15	H: 1. L: 1. 
41	L: 1. 
56	A: 1. 
Time (s): 0.00697872
54	H: 1. 
5	A: 1. H: 1. L: 1. 
13	A: 1. L: 1. 
16	H: 1. L: 1. 
41	L: 1. 
57	A: 1. 
Time (s): 0.0072372
4	A: 1. H: 1. L: 1. 
55	H: 1. 
13	A: 1. L: 1. 
16	H: 1. L: 1. 
42	L: 1. 
58	A: 1. 
Time (s): 0.00749567
5	A: 1. H: 1. L: 1. 
54	H: 1. 
13	A: 1. L: 1. 
16	H: 1. L: 1. 
41	L: 1. 
57	A: 1. 
Time (s): 0.00775414
5	A: 1. H: 1. L: 1. 
54	H: 1. 
13	A: 1. L: 1. 
16	H: 1. L: 1. 
41	L: 1. 
57	A: 1. 
Time (s): 0.00801261
6	A: 1. H: 1. L: 1. 
52	H: 1. 
13	A: 1. L: 1. 
17	H: 1. L: 1. 
39	L: 1. 
56	A: 1. 
Time (s): 0.00827108
52	H: 1. 
13	A: 1. L: 1. 
16	H: 1. L: 1. 
39	L: 1. 
55	A: 1. 
7	A: 1. H: 1. L: 1. 
Time (s): 0.00852955
52	H: 1. 
14	A: 1. L: 1. 
16	H: 1. L: 1. 
38	L: 1. 
54	A: 1. 
7	A: 1. H: 1. L: 1. 
Time (s): 0.00878802
52	H: 1. 
14	A: 1. L: 1. 
15	H: 1. L: 1. 
38	L: 1. 
53	A: 1. 
8	A: 1. H: 1. L: 1. 
Time (s): 0.0090465
52	H: 1. 
14	A: 1. L: 1. 
15	H: 1. L: 1. 
38	L: 1. 
53	A: 1. 
8	A: 1. H: 1. L: 1. 
Time (s): 0.00930497
52	H: 1. 
15	A: 1. L: 1. 
15	H: 1. L: 1. 
37	L: 1. 
52	A: 1. 
8	A: 1. H: 1. L: 1. 
Time (s): 0.00956344
52	H: 1. 
14	A: 1. L: 1. 
15	H: 1. L: 1. 
38	L: 1. 
53	A: 1. 
8	A: 1. H: 1. L: 1. 
Time (s): 0.00982191
52	H: 1. 
15	A: 1. L: 1. 
15	H: 1. L: 1. 
37	L: 1. 
52	A: 1. 
8	A: 1. H: 1. L: 1. 
Time (s): 0.0100804
52	H: 1. 
15	A: 1. L: 1. 
14	H: 1. L: 1. 
37	L: 1. 
51	A: 1. 
9	A: 1. H: 1. L: 1. 
Time (s): 0.0103389
52	H: 1. 
15	A: 1. L: 1. 
13	H: 1. L: 1. 
37	L: 1. 
50	A: 1. 
10	A: 1. H: 1. L: 1. 
Time (s): 0.0105973
52	H: 1. 
14	A: 1. L: 1. 
14	H: 1. L: 1. 
38	L: 1. 
52	A: 1. 
9	A: 1. H: 1. L: 1. 
Time (s): 0.0108558
50	H: 1. 
13	A: 1. L: 1. 
16	H: 1. L: 1. 
37	L: 1. 
53	A: 1. 
9	A: 1. H: 1. L: 1. 
Time (s): 0.0111143
50	H: 1. 
13	A: 1. L: 1. 
15	H: 1. L: 1. 
37	L: 1. 
52	A: 1. 
10	A: 1. H: 1. L: 1. 
Time (s): 0.0113727
50	H: 1. 
13	A: 1. L: 1. 
9	A: 1. H: 1. L: 1. 
16	H: 1. L: 1. 
37	L: 1. 
53	A: 1. 
Time (s): 0.0116312
50	H: 1. 
14	A: 1. L: 1. 
9	A: 1. H: 1. L: 1. 
16	H: 1. L: 1. 
36	L: 1. 
52	A: 1. 
Time (s): 0.0118897
50	H: 1. 
15	A: 1. L: 1. 
9	A: 1. H: 1. L: 1. 
16	H: 1. L: 1. 
35	L: 1. 
51	A: 1. 
Time (s): 0.0121482
50	H: 1. 
15	A: 1. L: 1. 
8	A: 1. H: 1. L: 1. 
17	H: 1. L: 1. 
35	L: 1. 
52	A: 1. 
Time (s): 0.0124066
47	H: 1. 
16	A: 1. L: 1. 
9	A: 1. H: 1. L: 1. 
19	H: 1. L: 1. 
31	L: 1. 
50	A: 1. 
Time (s): 0.0126651
46	H: 1. 
14	A: 1. L: 1. 
10	A: 1. H: 1. L: 1. 
19	H: 1. L: 1. 
32	L: 1. 
51	A: 1. 
Time (s): 0.0129236
46	H: 1. 
14	A: 1. L: 1. 
11	A: 1. H: 1. L: 1. 
18	H: 1. L: 1. 
32	L: 1. 
50	A: 1. 
Time (s): 0.013182
46	H: 1. 
13	A: 1. L: 1. 
11	A: 1. H: 1. L: 1. 
18	H: 1. L: 1. 
33	L: 1. 
51	A: 1. 
Time (s): 0.0134405
46	H: 1. 
13	A: 1. L: 1. 
11	A: 1. H: 1. L: 1. 
18	H: 1. L: 1. 
33	L: 1. 
51	A: 1. 
Time (s): 0.013699
47	H: 1. 
13	A: 1. L: 1. 
11	A: 1. H: 1. L: 1. 
17	H: 1. L: 1. 
34	L: 1. 
51	A: 1. 
Time (s): 0.0139574
47	H: 1. 
13	A: 1. L: 1. 
11	A: 1. H: 1. L: 1. 
17	H: 1. L: 1. 
34	L: 1. 
51	A: 1. 
Time (s): 0.0142159
47	H: 1. 
14	A: 1. L: 1. 
11	A: 1. H: 1. L: 1. 
17	H: 1. L: 1. 
33	L: 1. 
50	A: 1. 
Time (s): 0.0144744
48	H: 1. 
15	A: 1. L: 1. 
11	A: 1. H: 1. L: 1. 
16	H: 1. L: 1. 
33	L: 1. 
49	A: 1. 
Time (s): 0.0147329
48	H: 1. 
16	A: 1. L: 1. 
11	A: 1. H: 1. L: 1. 
16	H: 1. L: 1. 
32	L: 1. 
48	A: 1. 
Time (s): 0.0149913
47	H: 1. 
17	A: 1. L: 1. 
12	A: 1. H: 1. L: 1. 
16	H: 1. L: 1. 
30	L: 1. 
46	A: 1. 
Time (s): 0.0152498
47	H: 1. 
17	A: 1. L: 1. 
12	A: 1. H: 1. L: 1. 
16	H: 1. L: 1. 
30	L: 1. 
46	A: 1. 
Time (s): 0.0155083
47	H: 1. 
17	A: 1. L: 1. 
12	A: 1. H: 1. L: 1. 
16	H: 1. L: 1. 
30	L: 1. 
46	A: 1. 
Time (s): 0.0157667
46	H: 1. 
17	A: 1. L: 1. 
12	A: 1. H: 1. L: 1. 
17	H: 1. L: 1. 
29	L: 1. 
46	A: 1. 
Time (s): 0.0160252
45	H: 1. 
17	A: 1. L: 1. 
13	A: 1. H: 1. L: 1. 
17	H: 1. L: 1. 
28	L: 1. 
45	A: 1. 
Time (s): 0.0162837
45	H: 1. 
15	A: 1. L: 1. 
13	A: 1. H: 1. L: 1. 
17	H: 1. L: 1. 
30	L: 1. 
47	A: 1. 
Time (s): 0.0165422
45	H: 1. 
15	A: 1. L: 1. 
13	A: 1. H: 1. L: 1. 
17	H: 1. L: 1. 
30	L: 1. 
47	A: 1. 
Time (s): 0.0168006
45	H: 1. 
15	A: 1. L: 1. 
13	A: 1. H: 1. L: 1. 
17	H: 1. L: 1. 
30	L: 1. 
47	A: 1. 
Time (s): 0.0170591
45	H: 1. 
15	A: 1. L: 1. 
13	A: 1. H: 1. L: 1. 
17	H: 1. L: 1. 
30	L: 1. 
47	A: 1. 
Time (s): 0.0173176
45	H: 1. 
15	A: 1. L: 1. 
13	A: 1. H: 1. L: 1. 
17	H: 1. L: 1. 
30	L: 1. 
47	A: 1. 
Time (s): 0.017576
44	H: 1. 
15	A: 1. L: 1. 
13	A: 1. H: 1. L: 1. 
18	H: 1. L: 1. 
29	L: 1. 
47	A: 1. 
Time (s): 0.0178345
44	H: 1. 
15	A: 1. L: 1. 
13	A: 1. H: 1. L: 1. 
18	H: 1. L: 1. 
29	L: 1. 
47	A: 1. 
Time (s): 0.018093
42	H: 1. 
14	A: 1. L: 1. 
14	A: 1. H: 1. L: 1. 
19	H: 1. L: 1. 
28	L: 1. 
47	A: 1. 
Time (s): 0.0183515
42	H: 1. 
14	A: 1. L: 1. 
15	A: 1. H: 1. L: 1. 
18	H: 1. L: 1. 
28	L: 1. 
46	A: 1. 
Time (s): 0.0186099
41	H: 1. 
14	A: 1. L: 1. 
15	A: 1. H: 1. L: 1. 
19	H: 1. L: 1. 
27	L: 1. 
46	A: 1. 
Time (s): 0.0188684
41	H: 1. 
15	A: 1. L: 1. 
15	A: 1. H: 1. L: 1. 
19	H: 1. L: 1. 
26	L: 1. 
45	A: 1. 
Time (s): 0.0191269
41	H: 1. 
15	A: 1. L: 1. 
15	A: 1. H: 1. L: 1. 
19	H: 1. L: 1. 
26	L: 1. 
45	A: 1. 
Time (s): 0.0193853
42	H: 1. 
16	A: 1. L: 1. 
15	A: 1. H: 1. L: 1. 
18	H: 1. L: 1. 
26	L: 1. 
44	A: 1. 
Time (s): 0.0196438
42	H: 1. 
16	A: 1. L: 1. 
16	A: 1. H: 1. L: 1. 
17	H: 1. L: 1. 
26	L: 1. 
43	A: 1. 
Time (s): 0.0199023
42	H: 1. 
16	A: 1. L: 1. 
16	A: 1. H: 1. L: 1. 
17	H: 1. L: 1. 
26	L: 1. 
43	A: 1. 
Time (s): 0.0201608
41	H: 1. 
16	A: 1. L: 1. 
16	A: 1. H: 1. L: 1. 
18	H: 1. L: 1. 
25	L: 1. 
43	A: 1. 
Time (s): 0.0204192
41	H: 1. 
16	A: 1. L: 1. 
15	A: 1. H: 1. L: 1. 
19	H: 1. L: 1. 
25	L: 1. 
44	A: 1. 
Time (s): 0.0206777
41	H: 1. 
16	A: 1. L: 1. 
15	A: 1. H: 1. L: 1. 
19	H: 1. L: 1. 
25	L: 1. 
44	A: 1. 
Time (s): 0.0209362
41	H: 1. 
15	A: 1. L: 1. 
14	A: 1. H: 1. L: 1. 
20	H: 1. L: 1. 
26	L: 1. 
46	A: 1. 
Time (s): 0.0211946
41	H: 1. 
15	A: 1. L: 1. 
15	A: 1. H: 1. L: 1. 
19	H: 1. L: 1. 
26	L: 1. 
45	A: 1. 
Time (s): 0.0214531
41	H: 1. 
15	A: 1. L: 1. 
15	A: 1. H: 1. L: 1. 
19	H: 1. L: 1. 
26	L: 1. 
45	A: 1. 
Time (s): 0.0217116
41	H: 1. 
15	A: 1. L: 1. 
15	A: 1. H: 1. L: 1. 
19	H: 1. L: 1. 
26	L: 1. 
45	A: 1. 
Time (s): 0.0219701
41	H: 1. 
15	A: 1. L: 1. 
15	A: 1. H: 1. L: 1. 
19	H: 1. L: 1. 
26	L: 1. 
45	A: 1. 
Time (s): 0.0222285
41	H: 1. 
15	A: 1. L: 1. 
15	A: 1. H: 1. L: 1. 
19	H: 1. L: 1. 
26	L: 1. 
45	A: 1. 
Time (s): 0.022487
40	H: 1. 
15	A: 1. L: 1. 
15	A: 1. H: 1. L: 1. 
20	H: 1. L: 1. 
25	L: 1. 
45	A: 1. 
Time (s): 0.0227455
39	H: 1. 
14	A: 1. L: 1. 
16	A: 1. H: 1. L: 1. 
20	H: 1. L: 1. 
25	L: 1. 
45	A: 1. 
Time (s): 0.0230039
40	H: 1. 
15	A: 1. L: 1. 
16	A: 1. H: 1. L: 1. 
19	H: 1. L: 1. 
25	L: 1. 
44	A: 1. 
Time (s): 0.0232624
40	H: 1. 
15	A: 1. L: 1. 
16	A: 1. H: 1. L: 1. 
19	H: 1. L: 1. 
25	L: 1. 
44	A: 1. 
Time (s): 0.0235209
41	H: 1. 
15	A: 1. L: 1. 
16	A: 1. H: 1. L: 1. 
18	H: 1. L: 1. 
26	L: 1. 
44	A: 1. 
Time (s): 0.0237794
41	H: 1. 
15	A: 1. L: 1. 
17	A: 1. H: 1. L: 1. 
17	H: 1. L: 1. 
26	L: 1. 
43	A: 1. 
Time (s): 0.0240378
40	H: 1. 
14	A: 1. L: 1. 
18	A: 1. H: 1. L: 1. 
17	H: 1. L: 1. 
26	L: 1. 
43	A: 1. 
Time (s): 0.0242963
40	H: 1. 
12	A: 1. L: 1. 
19	A: 1. H: 1. L: 1. 
16	H: 1. L: 1. 
28	L: 1. 
44	A: 1. 
Time (s): 0.0245548
41	H: 1. 
13	A: 1. L: 1. 
18	A: 1. H: 1. L: 1. 
16	H: 1. L: 1. 
28	L: 1. 
44	A: 1. 
Time (s): 0.0248132
41	H: 1. 
13	A: 1. L: 1. 
18	A: 1. H: 1. L: 1. 
16	H: 1. L: 1. 
28	L: 1. 
44	A: 1. 
Time (s): 0.0250717
40	H: 1. 
13	A: 1. L: 1. 
18	A: 1. H: 1. L: 1. 
17	H: 1. L: 1. 
27	L: 1. 
44	A: 1. 
Time (s): 0.0253302
40	H: 1. 
13	A: 1. L: 1. 
18	A: 1. H: 1. L: 1. 
17	H: 1. L: 1. 
27	L: 1. 
44	A: 1. 
Time (s): 0.0255887
40	H: 1. 
13	A: 1. L: 1. 
18	A: 1. H: 1. L: 1. 
17	H: 1. L: 1. 
27	L: 1. 
44	A: 1. 
Time (s): 0.0258471
40	H: 1. 
13	A: 1. L: 1. 
18	A: 1. H: 1. L: 1. 
17	H: 1. L: 1. 
27	L: 1. 
44	A: 1. 
Time (s): 0.0261056
40	H: 1. 
13	A: 1. L: 1. 
17	A: 1. H: 1. L: 1. 
18	H: 1. L: 1. 
27	L: 1. 
45	A: 1. 
Time (s): 0.0263641
40	H: 1. 
13	A: 1. L: 1. 
18	A: 1. H: 1. L: 1. 
17	H: 1. L: 1. 
27	L: 1. 
44	A: 1. 
Time (s): 0.0266225
40	H: 1. 
14	A: 1. L: 1. 
18	A: 1. H: 1. L: 1. 
17	H: 1. L: 1. 
26	L: 1. 
43	A: 1. 
Time (s): 0.026881
40	H: 1. 
13	A: 1. L: 1. 
19	A: 1. H: 1. L: 1. 
16	H: 1. L: 1. 
27	L: 1. 
43	A: 1. 
Time (s): 0.0271395
41	H: 1. 
14	A: 1. L: 1. 
17	A: 1. H: 1. L: 1. 
17	H: 1. L: 1. 
27	L: 1. 
44	A: 1. 
Time (s): 0.027398
40	H: 1. 
13	A: 1. L: 1. 
18	A: 1. H: 1. L: 1. 
17	H: 1. L: 1. 
27	L: 1. 
44	A: 1. 
Time (s): 0.0276564
41	H: 1. 
13	A: 1. L: 1. 
18	A: 1. H: 1. L: 1. 
16	H: 1. L: 1. 
28	L: 1. 
44	A: 1. 
Time (s): 0.0279149
40	H: 1. 
13	A: 1. L: 1. 
18	A: 1. H: 1. L: 1. 
17	H: 1. L: 1. 
27	L: 1. 
44	A: 1. 
Time (s): 0.0281734
40	H: 1. 
14	A: 1. L: 1. 
17	A: 1. H: 1. L: 1. 
18	H: 1. L: 1. 
26	L: 1. 
44	A: 1. 
Time (s): 0.0284318
39	H: 1. 
14	A: 1. L: 1. 
17	A: 1. H: 1. L: 1. 
19	H: 1. L: 1. 
25	L: 1. 
44	A: 1. 
Time (s): 0.0286903
39	H: 1. 
14	A: 1. L: 1. 
18	H: 1. L: 1. 
25	L: 1. 
43	A: 1. 
18	A: 1. H: 1. L: 1. 
Time (s): 0.0289488
39	H: 1. 
15	A: 1. L: 1. 
18	H: 1. L: 1. 
24	L: 1. 
42	A: 1. 
18	A: 1. H: 1. L: 1. 
Time (s): 0.0292073
39	H: 1. 
17	H: 1. L: 1. 
23	L: 1. 
40	A: 1. 
16	A: 1. L: 1. 
19	A: 1. H: 1. L: 1. 
Time (s): 0.0294657
18	H: 1. L: 1. 
23	L: 1. 
41	A: 1. 
17	A: 1. L: 1. 
40	H: 1. 
17	A: 1. H: 1. L: 1. 
Time (s): 0.0297242
41	A: 1. 
17	A: 1. L: 1. 
22	L: 1. 
19	H: 1. L: 1. 
39	H: 1. 
17	A: 1. H: 1. L: 1. 
Time (s): 0.0299827
41	A: 1. 
17	A: 1. L: 1. 
22	L: 1. 
19	H: 1. L: 1. 
39	H: 1. 
17	A: 1. H: 1. L: 1. 
Time (s): 0.0302411
41	A: 1. 
17	A: 1. L: 1. 
22	L: 1. 
19	H: 1. L: 1. 
39	H: 1. 
17	A: 1. H: 1. L: 1. 
Time (s): 0.0304996
41	A: 1. 
16	A: 1. L: 1. 
23	L: 1. 
18	H: 1. L: 1. 
39	H: 1. 
18	A: 1. H: 1. L: 1. 
Time (s): 0.0307581
41	A: 1. 
16	A: 1. L: 1. 
23	L: 1. 
18	H: 1. L: 1. 
39	H: 1. 
18	A: 1. H: 1. L: 1. 
Time (s): 0.0310166
41	A: 1. 
16	A: 1. L: 1. 
23	L: 1. 
18	H: 1. L: 1. 
39	H: 1. 
18	A: 1. H: 1. L: 1. 
Time (s): 0.031275
41	A: 1. 
16	A: 1. L: 1. 
23	L: 1. 
18	H: 1. L: 1. 
39	H: 1. 
18	A: 1. H: 1. L: 1. 
Time (s): 0.0315335
40	A: 1. 
16	A: 1. L: 1. 
23	L: 1. 
17	H: 1. L: 1. 
39	H: 1. 
19	A: 1. H: 1. L: 1. 
Time (s): 0.031792
40	A: 1. 
16	A: 1. L: 1. 
23	L: 1. 
17	H: 1. L: 1. 
39	H: 1. 
19	A: 1. H: 1. L: 1. 
Time (s): 0.0320504
40	A: 1. 
16	A: 1. L: 1. 
23	L: 1. 
17	H: 1. L: 1. 
39	H: 1. 
19	A: 1. H: 1. L: 1. 
Time (s): 0.0323089
40	A: 1. 
16	A: 1. L: 1. 
23	L: 1. 
17	H: 1. L: 1. 
